id,title,description,price,category,image,specs,skv,mrp,sale_price,features,stock
110,ULN2003 Stepper Motor Driver,"ULN2003 Stepper Motor Driver Board uses the ULN2003 DARLINGTON ARRAYS to drive the 4-phase 5-wire stepper motor (5v-12v). Itâ€™s easy to use Arduino or another development platform to drive the stepper motor by this diver board.                                                                                                      The 5 Line 4 Phase can be driven by an ordinary ULN2003 chip can also be connected in the phase 2 development board used for supporting the use of a direct plug and easy to use stepper motor used in the development board. A, B, C, D four-phase LED indicates the status of the stepper motor work.",40,Modules,ULN2003 Stepper Motor Driver.jpg,"{ ""Model"": ""ULN2003 Stepper Motor Driver Module"", ""Module Type"": ""Stepper Motor Driver Module"", ""Driver IC"": ""ULN2003A"", ""Operating Voltage"": ""5V DC"", ""Motor Compatibility"": ""28BYJ-48 5V Stepper Motor"", ""Control Interface"": ""TTL Logic (3.3V / 5V Compatible)"", ""Output Channels"": ""7 Darlington Driver Outputs"", ""Weight"": ""Approximately 15 g"" }",M39,80,40,"[ ""Designed for driving 28BYJ-48 5V stepper motors with reliable performance"", ""Based on the ULN2003A Darlington transistor array for high-current switching"", ""Four onboard LED indicators display the motor coil activation sequence"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"", ""Ideal for robotics, CNC prototypes, camera sliders, automation systems, and educational stepper motor control projects"" ]",3
111,DIGITAL VOLTMETER,,50,Modules,DIGITAL VOLTMETER.jpg,"{ ""Product Type"": ""Digital Voltmeter Module"", ""Display Type"": ""3-Digit / 4-Digit LED Display"", ""Measurement Range"": ""0V - 100V DC"", ""Operating Voltage"": ""3.5V - 30V DC (Depending on Model)"", ""Measurement Accuracy"": ""±1%"", ""Display Color"": ""Red / Blue / Green (Model Dependent)"", ""Weight"": ""Approximately 10 g"" }",M40,,,"[ ""Measures DC voltage with a clear and easy-to-read LED display"", ""High measurement accuracy with fast response time"", ""Compact panel-mount design for easy installation"", ""Suitable for battery monitoring, power supplies, solar systems, and electronic projects"", ""Ideal for DIY electronics, embedded systems, automotive applications, and laboratory power monitoring"" ]",0
112,NEO 6M GPS Module,"If you are wandering to navigate the distance with a drone then this GPS Module is needed for you. GPS drones are equipped with a GPS module that allows them to know their location relative to a network of orbiting satellites. Connecting to signals from these satellites allows the drone to perform functions such as position hold, autonomous flight, return to home, and waypoint navigation.                                                                                            This is a complete GPS module that is based on the NEO 6M GPS. This unit uses the latest technology to give the best possible positioning information and includes a larger built-in 25 x 25mm active GPS antenna with a UART TTL socket. A battery is also included so that you can obtain a GPS lock faster. This is an updated GPS module that can be used with ardupilot mega v2. This GPS module gives the best possible position information, allowing for better performance with your Ardupilot or other Multirotor control platform.",230,Modules,NEO 6M GPS Module.jpeg,"{ ""Model"": ""NEO-6M GPS Module"", ""Module Type"": ""GPS Receiver Module"", ""GPS Chip"": ""u-blox NEO-6M"", ""Operating Voltage"": ""3.3V - 5V DC"", ""Communication Interface"": ""UART (Serial)"", ""Position Accuracy"": ""Up to 2.5 m CEP"", ""Update Rate"": ""1 Hz (Up to 5 Hz Configurable)"", ""Weight"": ""Approximately 20 g"" }",M41,460,230,"[ ""Provides accurate real-time GPS location, speed, altitude, and time information"", ""High-sensitivity GPS receiver with fast satellite acquisition"", ""UART interface for easy integration with microcontrollers"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"", ""Ideal for vehicle tracking, navigation systems, drones, IoT projects, asset tracking, and outdoor positioning applications"" ]",5
113,4x4 Matrix Keypad,This 4Ã—4 Membrane is a high-quality soft-touch feeling button keypad with 100 million life-stroke lifespans and good resistance to environmental conditions. This 4Ã—4 Membrane Keypad is a high-quality product at a very low cost for your application needs.                                                                 This 16-button keypad provides a useful human interface component for microcontroller projects. Convenient adhesive backing provides a simple way to mount the keypad in a variety of applications.                                                                                                                                                                       The Keypad 4Ã—4 features a total of 16 buttons in Matrix form. This is a membrane keypad with no moving parts. A female 8-pin berg connector is require for interfacing it with your microcontroller circuits.,55,Keypad,4x4 Matrix Keypad.jpg,"{ ""Product Type"": ""4x4 Matrix Keypad"", ""Key Configuration"": ""4 Rows × 4 Columns (16 Keys)"", ""Operating Voltage"": ""3.3V - 5V DC"", ""Communication Interface"": ""Matrix Row/Column"", ""Number of Pins"": ""8"", ""Key Material"": ""Membrane Switch"", ""Weight"": ""Approximately 12 g"" }",M42,110,55,"[ ""Provides a 16-key matrix input interface for user interaction"", ""Simple row-column scanning interface with 8 connection pins"", ""Low power consumption and durable membrane keypad design"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"", ""Ideal for password entry systems, access control, calculators, menu navigation, and embedded control applications"" ]",4
114,4x3 Keypad,,50,Keypad,4x3 Keypad.jpg,"{ ""Product Type"": ""4x3 Matrix Keypad"", ""Key Configuration"": ""4 Rows × 3 Columns (12 Keys)"", ""Operating Voltage"": ""3.3V - 5V DC"", ""Communication Interface"": ""Matrix Row/Column"", ""Number of Pins"": ""7"", ""Key Material"": ""Membrane Switch"", ""Weight"": ""Approximately 10 g"" }",M42A,,,"[ ""Provides a 12-key matrix input interface for user interaction"", ""Simple row-column scanning interface with 7 connection pins"", ""Low power consumption and durable membrane keypad design"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"", ""Ideal for password entry systems, access control, calculators, menu navigation, security systems, and embedded control applications"" ]",0
115,5V RELAY QUBE,"This is the 5V relay most commonly used as switching device in electronic circuits. It is mainly used in Commonly switching circuits, For Home Automation projects to switch AC loads, To Control (On/Off) Heavy loads at a pre-determined time/condition, Used in safety circuits to disconnect the load from supply in event of failure, Used in Automobiles electronics for controlling indicators glass motors.",50,Relays,5V RELAY QUBE.jpg,"{ ""Product Type"": ""5V Relay Cube"", ""Relay Type"": ""SPDT Electromechanical Relay"", ""Coil Voltage"": ""5V DC"", ""Contact Rating"": ""10A @ 250V AC / 10A @ 30V DC"", ""Contact Configuration"": ""SPDT (1 Form C)"", ""Mounting Type"": ""Through-Hole (PCB)"", ""Weight"": ""Approximately 10 g"" }",M43,100,50,"[ ""5V DC coil for reliable switching of AC and DC loads"", ""Single Pole Double Throw (SPDT) contacts with Normally Open (NO) and Normally Closed (NC) terminals"", ""High switching capacity up to 10A for various electrical loads"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, STM32, and relay driver circuits"", ""Ideal for home automation, industrial control, power switching, motor control, and embedded electronics projects"" ]",15
116,12V RELAY QUBE,,50,Relays,12V RELAY QUBE.jpeg,"{ ""Product Type"": ""12V Relay Cube"", ""Relay Type"": ""SPDT Electromechanical Relay"", ""Coil Voltage"": ""12V DC"", ""Contact Rating"": ""10A @ 250V AC / 10A @ 30V DC"", ""Contact Configuration"": ""SPDT (1 Form C)"", ""Mounting Type"": ""Through-Hole (PCB)"", ""Weight"": ""Approximately 10 g"" }",M44,,,"[ ""12V DC coil for reliable switching of AC and DC loads"", ""Single Pole Double Throw (SPDT) contacts with Normally Open (NO) and Normally Closed (NC) terminals"", ""High switching capacity up to 10A for controlling various electrical loads"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, STM32, and relay driver circuits (via a transistor or relay driver IC)"", ""Ideal for home automation, industrial control, motor switching, lighting control, and embedded electronics projects"" ]",0
117,USB Microphone,"Raspberry Pi USB Plug and Play Desktop Microphone is USB Microphone that offers compatibility with any plug-and-play enabled Raspberry Pi Model B+, 2 model B, Raspberry Pi 3 as wells as it is also Compatible with PC and Mac, Ideal for Chatting on Skype for video chat or useful for the recording of sound. The Mic has advanced digital USB provides superior clarity with the simplicity of a single USB plug â€“ and â€“ play connection. Microphone pivots on base to hold preferred position",260,miscellaneous,USB Microphone.jpg,"{ ""Product Type"": ""USB Microphone"", ""Microphone Type"": ""Digital USB Condenser Microphone"", ""Connection Interface"": ""USB 2.0"", ""Operating Voltage"": ""5V DC (USB Powered)"", ""Frequency Response"": ""20 Hz - 20 kHz"", ""Sensitivity"": ""-38 dB ±3 dB (Typical)"", ""Weight"": ""Approximately 80 g"" }",M45,520,260,"[ ""USB plug-and-play microphone with no external sound card required"", ""Provides clear digital audio capture for voice recording and communication"", ""Compatible with Windows, Linux, macOS, Raspberry Pi, and other USB host devices"", ""Suitable for voice recognition, online meetings, streaming, recording, and educational projects"", ""Ideal for DIY audio applications, embedded systems with USB host support, speech processing, and multimedia projects"" ]",1
122,ISD1820-voice-recording,,150,Modules,ISD1820-voice-recording.jpg,"{ ""Model"": ""ISD1820 Voice Recording Module"", ""Module Type"": ""Voice Recording and Playback Module"", ""Recording IC"": ""ISD1820"", ""Operating Voltage"": ""3V - 5V DC"", ""Maximum Recording Time"": ""Up to 20 Seconds"", ""Audio Output"": ""Onboard Speaker / External Speaker"", ""Weight"": ""Approximately 10 g"" }",M45A,300,150,"[ ""Records and plays back voice messages with up to 20 seconds of storage"", ""Supports momentary and loop playback modes"", ""Built-in microphone for direct voice recording"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"", ""Ideal for voice prompts, security systems, greeting devices, interactive toys, and embedded audio applications"" ]",1
123,Microphones 9mm Condenser Microphone Sound Sensor,,20,Sensors,Microphones 9mm Condenser Microphone Sound Sensors.jpg,"{ ""Product Type"": ""9 mm Electret Condenser Microphone"", ""Microphone Type"": ""Electret Condenser Microphone"", ""Diameter"": ""9 mm"", ""Operating Voltage"": ""2V - 10V DC"", ""Sensitivity"": ""-44 dB ±2 dB (Typical)"", ""Frequency Response"": ""20 Hz - 20 kHz"", ""Weight"": ""Approximately 1 g"" }",M45B,40,20,"[ ""High-sensitivity electret condenser microphone for clear audio pickup"", ""Compact 9 mm size suitable for embedded and portable applications"", ""Low power consumption with stable audio performance"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, STM32, and microphone amplifier modules"", ""Ideal for sound detection, voice recording, audio sensing, speech recognition, and DIY electronics projects"" ]",32
124,INMP SOUND SENSOR,,220,Sensors,INMP SOUND SENSOR.jpeg,"{ ""Model"": ""INMP441"", ""Module Type"": ""Digital MEMS Microphone Sound Sensor"", ""Microphone Type"": ""MEMS"", ""Operating Voltage"": ""1.8V - 3.3V DC"", ""Communication Interface"": ""I2S"", ""Frequency Response"": ""60 Hz - 15 kHz"", ""Sensitivity"": ""-26 dBFS (Typical)"", ""Weight"": ""Approximately 2 g"" }",M45C,440,220,"[ ""Digital MEMS microphone with high-quality audio output"", ""Uses the I2S interface for noise-resistant digital audio transmission"", ""Low power consumption with excellent signal-to-noise ratio (SNR)"", ""Compatible with ESP32, STM32, Raspberry Pi, and other I2S-enabled development boards"", ""Ideal for voice recognition, smart assistants, audio recording, sound monitoring, and IoT applications"" ]",1
125,6-12V Piezo Buzzer,,50,miscellaneous,6-12V Piezo Buzzer.jpeg,"{ ""Product Type"": ""6-12V Active Piezo Buzzer"", ""Buzzer Type"": ""Active Piezoelectric Buzzer"", ""Operating Voltage"": ""6V - 12V DC"", ""Operating Current"": ""?30 mA"", ""Sound Output"": ""Approximately 85 - 95 dB"", ""Operating Frequency"": ""2.3 kHz ±300 Hz"", ""Weight"": ""Approximately 5 g"" }",M45D,,,"[ ""Built-in oscillator produces sound when DC power is applied"", ""Loud and clear audio output for alarms and notifications"", ""Low power consumption with compact design"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, STM32, and other embedded systems (using a suitable driver if required)"", ""Ideal for alarm systems, security devices, industrial equipment, home automation, and DIY electronics projects"" ]",2
126,"Tec1 12706 Thermoelectric Peltier Module
",,150,Sensors,Tec1 12706 Thermoelectric Peltier Module.jpg,"{ ""Model"": ""TEC1-12706"", ""Module Type"": ""Thermoelectric Peltier Cooler Module"", ""Operating Voltage"": ""12V DC"", ""Operating Current"": ""Up to 6A"", ""Maximum Power"": ""72W"", ""Dimensions"": ""40 mm × 40 mm × 3.8 mm"", ""Maximum Temperature Difference"": ""Up to 67°C"", ""Weight"": ""Approximately 25 g"" }",M46,300,150,"[ ""Provides solid-state heating and cooling using the Peltier effect"", ""Compact design with no moving parts for silent and reliable operation"", ""Capable of achieving a temperature difference of up to 67°C between its hot and cold sides"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, and other controllers when used with an appropriate power driver or relay"", ""Ideal for portable coolers, temperature control systems, scientific experiments, electronic cooling, and DIY refrigeration projects"" ]",4
127,2pin Relimate Connector (Male+Female set),,50,Connector,2pin Relimate Connector (Male+Female set).jpeg,"{ ""Product Type"": ""2-Pin Relimate Connector (Male + Female Set)"", ""Connector Type"": ""2-Pin PCB Wire-to-Board Connector"", ""Number of Pins"": ""2"", ""Pitch"": ""2.54 mm"", ""Rated Voltage"": ""250V AC/DC"", ""Rated Current"": ""3A"", ""Weight"": ""Approximately 2 g (Set)"" }",B11,,,"[ ""Includes one 2-pin male PCB header and one matching female housing with crimp terminals"", ""2.54 mm pitch for compatibility with standard PCB layouts"", ""Provides secure and detachable wire-to-board connections"", ""Suitable for Arduino, ESP32, Raspberry Pi, STM32, power supplies, sensors, and other electronic circuits"", ""Ideal for PCB assembly, DIY electronics, prototyping, embedded systems, and cable management applications"" ]","W,F-50, M-0, GRAY F-30, M-0"
128,3 Pin Female To Female Relimate Connector,,50,Connector,3 Pin Female To Female Relimate Connector.jpg,"{ ""Product Type"": ""3-Pin Female to Female Relimate Connector"", ""Connector Type"": ""Wire-to-Wire Female Connector"", ""Number of Pins"": ""3"", ""Pitch"": ""2.54 mm"", ""Rated Voltage"": ""250V AC/DC"", ""Rated Current"": ""3A"", ""Wire Length"": ""Approximately 20 cm (Model Dependent)"", ""Weight"": ""Approximately 3 g"" }",B11A,,,"[ ""Provides a secure female-to-female connection for 3-pin headers"", ""Standard 2.54 mm pitch compatible with most development boards and modules"", ""Flexible insulated cable for reliable and durable connections"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, STM32, sensors, and other electronic modules"", ""Ideal for prototyping, PCB testing, embedded systems, robotics, and DIY electronics projects"" ]","W, F-5, M- 30,, GRAY F-15, M-0"
129,4 PIN RELIMATE,,50,Connector,4 PIN RELIMATE.jpeg,"{ ""Product Type"": ""4-Pin Relimate Connector (Male + Female Set)"", ""Connector Type"": ""4-Pin PCB Wire-to-Board Connector"", ""Number of Pins"": ""4"", ""Pitch"": ""2.54 mm"", ""Rated Voltage"": ""250V AC/DC"", ""Rated Current"": ""3A"", ""Weight"": ""Approximately 3 g (Set)"" }",B12,,,"[ ""Includes one 4-pin male PCB header and one matching female housing with crimp terminals"", ""Standard 2.54 mm pitch for compatibility with most PCBs and development boards"", ""Provides a secure, detachable, and reliable wire-to-board connection"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, STM32, sensors, displays, and other electronic modules"", ""Ideal for PCB assembly, prototyping, embedded systems, robotics, IoT projects, and DIY electronics"" ]","W, F-30,M-30"
130,5 PIN RELIMATE,,50,Connector,5 PIN RELIMATE.jpeg,"{ ""Product Type"": ""5-Pin Relimate Connector (Male + Female Set)"", ""Connector Type"": ""5-Pin PCB Wire-to-Board Connector"", ""Number of Pins"": ""5"", ""Pitch"": ""2.54 mm"", ""Rated Voltage"": ""250V AC/DC"", ""Rated Current"": ""3A"", ""Weight"": ""Approximately 4 g (Set)"" }",B12A,,,"[ ""Includes one 5-pin male PCB header and one matching female housing with crimp terminals"", ""Standard 2.54 mm pitch for compatibility with most PCBs and development boards"", ""Provides a secure, detachable, and reliable wire-to-board connection"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, STM32, sensors, displays, and other electronic modules"", ""Ideal for PCB assembly, prototyping, embedded systems, robotics, IoT projects, and DIY electronics"" ]","W , F-10, M-10"
131,6 PIN RELIMATE,,50,Connector,6 PIN RELIMATE.jpeg,"{ ""Product Type"": ""6-Pin Relimate Connector (Male + Female Set)"", ""Connector Type"": ""6-Pin PCB Wire-to-Board Connector"", ""Number of Pins"": ""6"", ""Pitch"": ""2.54 mm"", ""Rated Voltage"": ""250V AC/DC"", ""Rated Current"": ""3A"", ""Weight"": ""Approximately 4 g (Set)"" }",B13,,,"[ ""Includes one 6-pin male PCB header and one matching female housing with crimp terminals"", ""Standard 2.54 mm pitch for compatibility with most PCBs and development boards"", ""Provides a secure, detachable, and reliable wire-to-board connection"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, STM32, sensors, displays, and other electronic modules"", ""Ideal for PCB assembly, prototyping, embedded systems, robotics, IoT projects, and DIY electronics"" ]","G, F-2 , M-0"
132,7 PIN RELIMATE,,50,Connector,7 PIN RELIMATE.jpeg,"{ ""Product Type"": ""7-Pin Relimate Connector (Male + Female Set)"", ""Connector Type"": ""7-Pin PCB Wire-to-Board Connector"", ""Number of Pins"": ""7"", ""Pitch"": ""2.54 mm"", ""Rated Voltage"": ""250V AC/DC"", ""Rated Current"": ""3A"", ""Weight"": ""Approximately 5 g (Set)"" }",B13A,,,"[ ""Includes one 7-pin male PCB header and one matching female housing with crimp terminals"", ""Standard 2.54 mm pitch for compatibility with most PCBs and development boards"", ""Provides a secure, detachable, and reliable wire-to-board connection"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, STM32, sensors, displays, and other electronic modules"", ""Ideal for PCB assembly, prototyping, embedded systems, robotics, IoT projects, and DIY electronics"" ]","G , F-21, M-21"
133,8 PIN RELIMATE,,50,Connector,8 PIN RELIMATE.jpeg,"{ ""Product Type"": ""8-Pin Relimate Connector (Male + Female Set)"", ""Connector Type"": ""8-Pin PCB Wire-to-Board Connector"", ""Number of Pins"": ""8"", ""Pitch"": ""2.54 mm"", ""Rated Voltage"": ""250V AC/DC"", ""Rated Current"": ""3A"", ""Weight"": ""Approximately 5 g (Set)"" }",B14,,,"[ ""Includes one 8-pin male PCB header and one matching female housing with crimp terminals"", ""Standard 2.54 mm pitch for compatibility with most PCBs and development boards"", ""Provides a secure, detachable, and reliable wire-to-board connection"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, STM32, sensors, displays, and other electronic modules"", ""Ideal for PCB assembly, prototyping, embedded systems, robotics, IoT projects, and DIY electronics"" ]","G, F-42 ,M-30"
134,12 PIN RELIMATE,,50,Connector,12 PIN RELIMATE.jpeg,"{ ""Product Type"": ""12-Pin Relimate Connector (Male + Female Set)"", ""Connector Type"": ""12-Pin PCB Wire-to-Board Connector"", ""Number of Pins"": ""12"", ""Pitch"": ""2.54 mm"", ""Rated Voltage"": ""250V AC/DC"", ""Rated Current"": ""3A"", ""Weight"": ""Approximately 7 g (Set)"" }",B15,,,"[ ""Includes one 12-pin male PCB header and one matching female housing with crimp terminals"", ""Standard 2.54 mm pitch for compatibility with most PCBs and development boards"", ""Provides a secure, detachable, and reliable wire-to-board connection"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, STM32, sensors, displays, and other electronic modules"", ""Ideal for PCB assembly, prototyping, embedded systems, robotics, IoT projects, and DIY electronics"" ]",0
136,16 PIN RELIMATE,,50,Connector,16 PIN RELIMATE.jpeg,"{ ""Product Type"": ""16-Pin Relimate Connector (Male + Female Set)"", ""Connector Type"": ""16-Pin PCB Wire-to-Board Connector"", ""Number of Pins"": ""16"", ""Pitch"": ""2.54 mm"", ""Rated Voltage"": ""250V AC/DC"", ""Rated Current"": ""3A"", ""Weight"": ""Approximately 9 g (Set)"" }",B15A,,,"[ ""Includes one 16-pin male PCB header and one matching female housing with crimp terminals"", ""Standard 2.54 mm pitch for compatibility with most PCBs and development boards"", ""Provides a secure, detachable, and reliable wire-to-board connection"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, STM32, sensors, LCD displays, and other electronic modules"", ""Ideal for PCB assembly, prototyping, embedded systems, robotics, IoT projects, and DIY electronics"" ]","W, F-20, M-22"
137,3.5 RPM  DC Motor,,200,Motors,3.5 RPM  DC Motor.jpg,"{ ""Product Type"": ""3.5 RPM DC Geared Motor"", ""Motor Type"": ""DC Metal Gear Motor"", ""Rated Voltage"": ""12V DC"", ""No-Load Speed"": ""3.5 RPM"", ""Rated Torque"": ""High Torque (Model Dependent)"", ""Shaft Type"": ""D-Shaped Output Shaft"", ""Weight"": ""Approximately 180 g"" }",B16,400,200,"[ ""Low-speed, high-torque DC geared motor for precision motion control"", ""Metal gearbox provides smooth operation and extended service life"", ""Suitable for bidirectional rotation with simple polarity reversal"", ""Compatible with L298N, L293D, BTS7960, and other DC motor driver modules"", ""Ideal for robotics, conveyor systems, automatic doors, turntables, industrial automation, and DIY electronics projects"" ]",8
138,"Dummy WHEEL
",,35,Motors,Dummy WHEEL.jpg,"{ ""Product Type"": ""Dummy Wheel (Caster Wheel)"", ""Wheel Diameter"": ""Approximately 40 mm"", ""Wheel Material"": ""Plastic"", ""Bracket Material"": ""Plastic"", ""Rotation"": ""360° Free Rotation"", ""Mounting Type"": ""Screw Mount"", ""Weight"": ""Approximately 15 g"" }",B16A,70,35,"[ ""Provides balanced support for two-wheel robotic platforms"", ""360° swivel action ensures smooth multidirectional movement"", ""Lightweight and durable construction for long-lasting performance"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, and most DIY robot chassis"", ""Ideal for line-following robots, obstacle-avoiding robots, autonomous vehicles, and educational robotics projects"" ]",12
139,10 rpm 12v dc gear motor ,,250,Motors,10 rpm 12v dc gear motor .jpg,"{ ""Product Type"": ""12V 10 RPM Geared DC Motor"", ""Motor Type"": ""DC Metal Gear Motor"", ""Rated Voltage"": ""12V DC"", ""No-Load Speed"": ""10 RPM"", ""Rated Torque"": ""High Torque (Model Dependent)"", ""Shaft Type"": ""D-Shaped Output Shaft"", ""Weight"": ""Approximately 180 g"" }",B17,500,250,"[ ""Low-speed, high-torque DC geared motor designed for precision motion control"", ""Durable metal gearbox ensures smooth operation and long service life"", ""Supports bidirectional rotation by reversing the supply polarity"", ""Compatible with L298N, L293D, BTS7960, and other DC motor driver modules"", ""Ideal for robotics, conveyor systems, automatic gates, turntables, industrial automation, and DIY electronics projects"" ]",1
140,30 RPM 12V Centre Shaft DC Geared Motor,,140,Motors,30 RPM 12V Centre Shaft DC Geared Motor.jpg,"{ ""Product Type"": ""30 RPM 12V Centre Shaft DC Geared Motor"", ""Motor Type"": ""Centre Shaft DC Metal Gear Motor"", ""Rated Voltage"": ""12V DC"", ""No-Load Speed"": ""30 RPM"", ""Rated Torque"": ""High Torque (Model Dependent)"", ""Shaft Type"": ""Dual Centre Output Shaft"", ""Weight"": ""Approximately 200 g"" }",B18,500,140,"[ ""Low-speed, high-torque geared motor with dual centre output shaft"", ""Metal gearbox provides smooth operation and extended durability"", ""Supports bidirectional rotation by reversing the supply polarity"", ""Compatible with L298N, L293D, BTS7960, and other DC motor driver modules"", ""Ideal for robotic platforms, conveyor systems, automation equipment, smart vehicles, and DIY electronics projects"" ]",0
141,60 RPM DC MOTOR 12V,,250,Motors,60 RPM DC MOTOR 12V.jpg,"{ ""Product Type"": ""60 RPM 12V DC Geared Motor"", ""Motor Type"": ""DC Metal Gear Motor"", ""Rated Voltage"": ""12V DC"", ""No-Load Speed"": ""60 RPM"", ""Rated Torque"": ""High Torque (Model Dependent)"", ""Shaft Type"": ""D-Shaped Output Shaft"", ""Weight"": ""Approximately 180 g"" }",B19,500,250,"[ ""Provides 60 RPM output with high torque for reliable mechanical motion"", ""Durable metal gearbox ensures smooth operation and long service life"", ""Supports bidirectional rotation by reversing the supply polarity"", ""Compatible with L298N, L293D, BTS7960, and other DC motor driver modules"", ""Ideal for robotics, smart vehicles, conveyor systems, automation equipment, and DIY electronics projects"" ]",2
142,100 RPM DC MOTOR,,140,Motors,100 RPM DC MOTOR.jpg,"{ ""Product Type"": ""100 RPM 12V DC Geared Motor"", ""Motor Type"": ""DC Metal Gear Motor"", ""Rated Voltage"": ""12V DC"", ""No-Load Speed"": ""100 RPM"", ""Rated Torque"": ""High Torque (Model Dependent)"", ""Shaft Type"": ""D-Shaped Output Shaft"", ""Weight"": ""Approximately 180 g"" }",B20,280,140,"[ ""Provides 100 RPM output with high torque for smooth and reliable motion"", ""Durable metal gearbox ensures efficient power transmission and long operational life"", ""Supports bidirectional rotation by reversing the supply polarity"", ""Compatible with L298N, L293D, BTS7960, and other DC motor driver modules"", ""Ideal for robotics, smart vehicles, automation systems, conveyor mechanisms, and DIY electronics projects"" ]",11
144,BO MOTOR,,60,Motors,BO MOTOR.jpg,"{ ""Product Type"": ""BO DC Geared Motor"", ""Motor Type"": ""Plastic Geared DC Motor"", ""Rated Voltage"": ""3V - 12V DC (6V Typical)"", ""No-Load Speed"": ""100 - 300 RPM (Model Dependent)"", ""Gearbox Material"": ""Plastic"", ""Shaft Type"": ""Dual D-Shaped Output Shaft"", ""Weight"": ""Approximately 35 g"" }",B22,120,60,"[ ""Lightweight DC geared motor with integrated plastic gearbox"", ""Provides good torque at low to medium speeds for robotics applications"", ""Supports bidirectional rotation by reversing the supply polarity"", ""Compatible with L298N, L293D, TB6612FNG, and other DC motor driver modules"", ""Ideal for line-following robots, obstacle-avoiding robots, smart cars, educational robotics, and DIY electronics projects"" ]",6
145,TOY MOTOR,,20,Motors,TOY MOTOR.jpg,"{ ""Product Type"": ""Toy DC Motor"", ""Motor Type"": ""Brushed DC Motor"", ""Operating Voltage"": ""3V - 6V DC"", ""No-Load Speed"": ""6000 - 12000 RPM (Model Dependent)"", ""Shaft Diameter"": ""2 mm"", ""Shaft Length"": ""8 - 10 mm"", ""Weight"": ""Approximately 20 g"" }",B23,40,20,"[ ""Compact and lightweight brushed DC motor for low-power applications"", ""High-speed operation with low current consumption"", ""Supports bidirectional rotation by reversing the supply polarity"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, STM32, and DC motor driver modules"", ""Ideal for toy cars, mini fans, DIY electronics, educational projects, robotics, and small automation applications"" ]",5
146,N20 MOTOR,,155,Motors,N20 MOTOR.jpeg,"{ ""Product Type"": ""N20 Micro Metal Geared DC Motor"", ""Motor Type"": ""Micro Metal Geared DC Motor"", ""Operating Voltage"": ""3V - 12V DC (6V Typical)"", ""No-Load Speed"": ""30 - 1000 RPM (Model Dependent)"", ""Gearbox Material"": ""Metal"", ""Shaft Type"": ""D-Shaped Output Shaft"", ""Weight"": ""Approximately 10 g"" }",B23A,310,155,"[ ""Compact micro geared motor with high torque and durable metal gearbox"", ""Available in multiple gear ratios to suit different speed and torque requirements"", ""Supports bidirectional rotation by reversing the supply polarity"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, STM32, and motor driver modules such as L298N, L293D, and TB6612FNG"", ""Ideal for mini robots, robotic arms, smart locks, precision automation, CNC mechanisms, and DIY electronics projects"" ]",4
147,200 RPM DC MOTOR,,140,Motors,200 RPM DC MOTOR.jpg,"{ ""Product Type"": ""200 RPM 12V DC Geared Motor"", ""Motor Type"": ""DC Metal Gear Motor"", ""Rated Voltage"": ""12V DC"", ""No-Load Speed"": ""200 RPM"", ""Rated Torque"": ""High Torque (Model Dependent)"", ""Shaft Type"": ""D-Shaped Output Shaft"", ""Weight"": ""Approximately 180 g"" }",B24,280,140,"[ ""Provides 200 RPM output with high torque for smooth and efficient motion"", ""Durable metal gearbox ensures reliable performance and extended service life"", ""Supports bidirectional rotation by reversing the supply polarity"", ""Compatible with L298N, L293D, BTS7960, TB6612FNG, and other DC motor driver modules"", ""Ideal for robotics, conveyor systems, smart vehicles, automation equipment, and DIY electronics projects"" ]",0
