"id","title","description","price","category","image","specs","skv","mrp","sale_price","features","stock"
"32","LDR Sensor Module","The Digital LDR Module is used to detect the presence of light / measuring the intensity of light. The output of the module goes high in the presence of light and it becomes low in the absence of light. The sensitivity of signal detection can be adjusted using the potentiometer. You can adjust the threshold (sensitivity) of the digital output by tuning the onboard variable resistor (potentiometer). Simple usage as it is the digital output, so you will know is the light present and decide what to do with it.","40","Sensors","/uploads/LDR Sensor Module.jpeg","{""Sensor Type"":""LDR Light Sensor Module"",""Operating Voltage"":""3.3V - 5V DC"",""Light Sensor"":""5 mm Light Dependent Resistor (LDR)"",""Output Type"":""Analog and Digital Output"",""Sensitivity"":""Adjustable via onboard potentiometer"",""Weight"":""Approximately 10 g""}","S25A","80","40","[""Detects ambient light intensity using a Light Dependent Resistor (LDR)"",""Provides both analog and digital output signals"",""Adjustable sensitivity with onboard potentiometer"",""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"",""Ideal for automatic lighting systems, light detection, smart home projects, and solar tracking applications""]","100"
"33","lm35 temperature sensor","LM35 is a temperature sensor that outputs an analog signal which is proportional to the instantaneous temperature. The output voltage can easily be interpreted to obtain a temperature reading in Celsius. The advantage of lm35 over thermistor is it does not require any external calibration. The coating also protects it from self-heating. Low cost (approximately $0.95) and greater accuracy make it popular among hobbyists, DIY circuit makers, and students. Many low-end products take advantage of low cost, greater accuracy and used LM35 in their products.","55","Sensors","/uploads/lm35 temperature sensor.jpeg","{""Model"":""LM35"",""Sensor Type"":""Analog Temperature Sensor"",""Operating Voltage"":""4V - 30V DC"",""Temperature Range"":""-55°C to 150°C"",""Output Type"":""Analog Voltage (10 mV/°C)"",""Accuracy"":""±0.5°C (at 25°C)"",""Weight"":""Approximately 2 g""}","S26","110","55","[""Provides analog output linearly proportional to temperature (10 mV/°C)"",""High accuracy with no external calibration required"",""Low self-heating for reliable temperature measurements"",""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi (via ADC), and STM32"",""Ideal for temperature monitoring, weather stations, industrial control, and home automation projects""]","100"
"34","MC-38 Wired Door Window Sensor Magnetic Switch","","70","Sensors","/uploads/MC-38 Wired Door Window Sensor Magnetic Switch.jpg","{""Sensor Type"":""Magnetic Reed Switch Sensor Module"",""Operating Voltage"":""3.3V - 5V DC"",""Detection Method"":""Magnetic Reed Switch"",""Output Type"":""Digital Output"",""Sensitivity"":""Detects the presence of a permanent magnet"",""Weight"":""Approximately 8 g""}","S27","140","70","[""Detects the presence or absence of a magnetic field using a reed switch"",""Provides digital output for easy interfacing with microcontrollers"",""Low power consumption with fast response time"",""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"",""Ideal for door/window security systems, position sensing, proximity detection, and automation projects""]","100"
"35","HALL EFFECT SENSOR MODULE","KY-024 linear magnetic hall sensor module is a universal hall sensor module with a potentiometer to adjust the sensitivity of the sensor and it provides both analogue and digital outputs. This handy Linear magnetic hall sensor has an A3141 chipset, a 3144 linear Hall-Effect sensor, an LM393 dual differential comparator, a potentiometer, two LEDs and six resistors. It is fully compatible with Raspberry Pi, ESP8266 and other popular microcontrollers. Has the signal output instructions, single signal output, effective signal output for low level, sensitivity adjustable pure tone, the field cuts have signal output, circuit boards output switch quantity(can be directly by SCM).","50","Sensors","/uploads/HALL EFFECT SENSOR MODULE.jpeg","{""Sensor Type"":""Hall Effect Sensor Module"",""Operating Voltage"":""3.3V - 5V DC"",""Hall Sensor IC"":""A3144 or Equivalent"",""Output Type"":""Digital Output"",""Sensitivity"":""Adjustable via onboard potentiometer"",""Weight"":""Approximately 8 g""}","S27A","100","50","[""Detects magnetic fields using a Hall effect sensor"",""Adjustable sensitivity with onboard potentiometer"",""Digital output with onboard power and status LEDs"",""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"",""Ideal for speed sensing, position detection, magnetic field detection, and automation projects""]","100"
"36","MAX30100","If you are wandering to make a machine which is used to detect heart rate and pulse rate. then this sensor Module is Compatible with you. Heart Rate click carries Maximâs MAX30100 integrated pulse oximetry and a heart-rate sensor. Itâs an optical sensor that derives its readings from emitting two wavelengths of light from two LEDs â a red and an infrared one â then measuring the absorbance of pulsing blood through a photodetector. This particular LED color combination is optimized for reading the data through the tip of oneâs finger. The signal is processed by a low-noise analog signal processing unit and communicated to the target MCU through the mikroBUS I2C interface. Developers of end-user applications should note that the readings can be negatively impacted by excess motion and changes in temperature. Also, too much pressure can constrict capillary blood flow and therefore diminish the reliability of the data. A programmable INT pin is also available. The operates at the 3.3V power supply.","120","Sensors","/uploads/MAX30100.jpeg","{""Model"":""MAX30100"",""Sensor Type"":""Pulse Oximeter and Heart Rate Sensor Module"",""Operating Voltage"":""1.8V - 3.3V DC (Module Input: 3.3V - 5V DC)"",""Communication Interface"":""I2C"",""Measured Parameters"":""Heart Rate (BPM) and Blood Oxygen Saturation (SpO2)"",""Weight"":""Approximately 5 g""}","S28","240","120","[""Measures heart rate and blood oxygen saturation (SpO2) using optical sensing"",""I2C communication interface for easy integration with microcontrollers"",""Integrated red and infrared LEDs with photodetector for accurate measurements"",""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"",""Ideal for wearable devices, health monitoring systems, fitness trackers, and biomedical projects""]","100"
"37","MAX30102 Heart Rate and Pulse Oximeter Sensor Module (Black)","The MAX30102 is an integrated pulse oximeter and heart rate monitor biosensor module. It integrates a red LED and an infrared LED, photodetector, optical components, and low-noise electronic circuitry with ambient light suppression. The MAX30102 features a 1.8V power supply and a separate 5.OV power supply for internal LEDs. It is used in wearable devices for heart rate and blood oxygen acquisition, and is worn on fingers, earlobes, and wrists. The standard 12C-compatible communication interface can transmit the collected values ââto the Arduino, KL25Z and other microcontrollers for heart rate and blood oxygen calculation. In addition, the chip can also shut down the module through software, the standby current is close to zero, and the power supply is always maintained. Because of its excellent performance, the chip is widely used in the Samsung Gala x y S series mobile phones. Compared with the previous generation MAX30100, the chip integrates a glass cover to effectively eliminate external and internal light interference, and has the best reliable performance.","130","Sensors","/uploads/MAX30102 Heart Rate and Pulse Oximeter Sensor Module (Black).jpeg","{""Model"":""MAX30102"",""Sensor Type"":""Heart Rate and Pulse Oximeter Sensor Module"",""Operating Voltage"":""1.8V - 3.3V DC (Module Input: 3.3V - 5V DC)"",""Communication Interface"":""I2C"",""Measured Parameters"":""Heart Rate (BPM) and Blood Oxygen Saturation (SpO2)"",""Weight"":""Approximately 5 g""}","S28A","260","130","[""Measures heart rate and blood oxygen saturation (SpO2) using integrated red and infrared LEDs"",""High-sensitivity optical sensor with low-noise signal processing"",""I2C interface for easy communication with microcontrollers"",""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"",""Ideal for wearable devices, health monitoring systems, fitness trackers, and biomedical applications""]","100"
"38","MLX90614 ESF Non-Contact Human Body Infrared Temperature Measurement Module","","50","Sensors","/uploads/MLX90614 ESF Non-Contact Human Body Infrared Temperature Measurement Module.jpg","{""Model"":""MLX90614 ESF"",""Sensor Type"":""Non-Contact Infrared Temperature Sensor"",""Operating Voltage"":""3.3V - 5V DC"",""Communication Interface"":""I2C (SMBus Compatible)"",""Object Temperature Range"":""-70°C to 380°C"",""Ambient Temperature Range"":""-40°C to 125°C"",""Accuracy"":""±0.5°C (Typical)"",""Weight"":""Approximately 5 g""}","S29",,"200","[""Measures object and body temperature without physical contact using infrared sensing"",""High accuracy with factory calibration for reliable temperature measurements"",""I2C (SMBus compatible) interface for easy communication with microcontrollers"",""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"",""Ideal for human body temperature monitoring, industrial temperature measurement, smart thermometers, and contactless sensing applications""]","100"
"39","MQ2 Sensor","","100","Sensors","/uploads/MQ2 Sensor.jpeg","{""Model"":""MQ-2"",""Sensor Type"":""Gas and Smoke Sensor Module"",""Operating Voltage"":""5V DC"",""Detection Gases"":""LPG, Propane, Methane, Hydrogen, Alcohol, Smoke"",""Output Type"":""Analog and Digital Output"",""Sensitivity"":""Adjustable via onboard potentiometer"",""Weight"":""Approximately 10 g""}","S30","200","100","[""Detects LPG, propane, methane, hydrogen, alcohol, and smoke"",""Provides both analog and digital output signals"",""Adjustable sensitivity with onboard potentiometer"",""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"",""Ideal for gas leak detection, smoke alarms, air quality monitoring, and safety systems""]","100"
"40","MQ3 Sensor","The MQ3 gas sensor is alcohol sensor which is used to detect the alcohol concentration on your breath.This sensor provides an analog resistive output based on alcohol concentration. When the alcohol gas exist, the sensorâs conductivity gets higher along with the gas concentration rising.It is suitable for various applications of detecting alcohol at different concentration.It is widely used in domestic alcohol gas alarm, industrial alcohol gas alarm and portable alcohol detector. Specifications: Supply Voltage: 5V Detecting Concentration:0.05-10mg/L Alcohol Analog and Digital Output Digital Out is High or Low based on a adjustable preset threshold","130","Sensors","/uploads/MQ3 Sensor.jpeg","{""Model"":""MQ-3"",""Sensor Type"":""Alcohol Gas Sensor Module"",""Operating Voltage"":""5V DC"",""Detection Gas"":""Alcohol (Ethanol)"",""Output Type"":""Analog and Digital Output"",""Sensitivity"":""Adjustable via onboard potentiometer"",""Weight"":""Approximately 10 g""}","S31","260","130","[""Specially designed for detecting alcohol (ethanol) vapor"",""Provides both analog and digital output signals"",""Adjustable sensitivity with onboard potentiometer"",""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"",""Ideal for breath alcohol testers, alcohol detection systems, industrial safety, and air quality monitoring""]","100"
"41","MQ4 Sensor","This is a very easy to use low cost semiconductor Gas sensor Module with analog and digital output. This module uses MQ4 Methane gas sensor as a gas sensing element. It requires no external components just plug in Vcc & ground pins and you are ready to go.For Digital output the threshold value can be easily set by an on-board potentiometer. Using this module you can easily interface MQ4 Methane (CNG) gas Sensor to any Microcontroller, Arduino or even Raspberry Pi.Since this Gas Sensor module is sensitive to Methane it is also small sensitivity to alcohol & smoke.","100","Sensors","/uploads/MQ4 Sensor.jpeg","{""Model"":""MQ-4"",""Sensor Type"":""Methane Gas Sensor Module"",""Operating Voltage"":""5V DC"",""Detection Gas"":""Methane (CH4), Natural Gas"",""Output Type"":""Analog and Digital Output"",""Sensitivity"":""Adjustable via onboard potentiometer"",""Weight"":""Approximately 10 g""}","S32","200","100","[""Specially designed for detecting methane (CH4) and natural gas"",""Provides both analog and digital output signals"",""Adjustable sensitivity with onboard potentiometer"",""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"",""Ideal for methane leak detection, natural gas monitoring, industrial safety, and gas alarm systems""]","100"
